Tank,Fry Number,File,Color,Color Number,Time Period,Photo,Mean Dist Shoal,Shoal Mean Sep,Shoal Centroid Size,Shoal Var Sep,Min Dist Fish,Dist Plant,Dist Edge,Dist Sculpin,Dist Moved
35-078,2,35-078-2 BF.TPS,yellow,3,Before,G0012366,113.4465,107.8834,137.8838,1242.967,45.85989,88.24487,20.47958,NA,114.2581
35-078,2,35-078-2 BF.TPS,yellow,3,Before,G0012367,72.1495,114.0451,148.976,2147.555,25.70078,27.60787,91.18929,NA,72.03108
35-078,2,35-078-2 BF.TPS,yellow,3,Before,G0012368,122.5475,90.98687,116.5294,928.9556,48.81574,34.60548,36.66523,NA,57.62664
35-078,2,35-078-2 BF.TPS,yellow,3,Before,G0012369,131.0972,131.1036,171.2686,2840.564,32.83967,6.013058,34.48174,NA,71.92701
35-078,2,35-078-2 BF.TPS,yellow,3,Before,G0012370,166.4691,142.6618,189.4632,4294.164,39.76585,42.02898,57.93923,NA,76.47665
35-078,2,35-078-2 BF.TPS,yellow,3,Before,G0012371,126.7181,200.8522,268.4385,9237.477,94.30612,29.66737,119.6417,NA,90.97171
35-078,2,35-078-2 BF.TPS,yellow,3,After,G0012372,111.2459,162.9829,215.7879,5375.414,85.71578,41.49603,74.84821,91.71996,NA
35-078,2,35-078-2 BF.TPS,yellow,3,After,G0012373,87.77676,145.4491,193.3737,4528.179,35.64684,25.81934,22.67204,110.7636,77.71621
35-078,2,35-078-2 BF.TPS,yellow,3,After,G0012374,83.10361,133.3698,176.3119,3523.716,20.92077,18.49619,27.21911,95.77598,20.5006
35-078,2,35-078-2 BF.TPS,yellow,3,After,G0012375,54.91413,90.80167,119.7488,1577.882,21.93479,21.19683,22.96118,96.67687,2.634392
35-078,2,35-078-2 BF.TPS,yellow,3,After,G0012376,76.8877,100.1786,144.3632,4629.685,23.64992,1.299195,21.87478,91.36258,59.33926
35-078,2,35-078-2 BF.TPS,yellow,3,After,G0012377,84.99115,97.6759,137.5985,3697.986,35.92304,12.73403,63.41638,47.04093,56.76068
35-078,2,35-078-2 BF.TPS,yellow,3,After,G0012378,57.77174,70.94268,93.8145,1001.491,20.07607,1.264337,25.31606,91.60004,57.32677
35-078,2,35-078-2 BF.TPS,yellow,3,After,G0012379,88.24291,140.8397,225.3209,16812.62,24.07689,23.52049,50.9724,53.10915,53.99802
35-078,2,35-078-2 BF.TPS,yellow,3,After,G0012380,67.85945,83.51813,109.9695,1304.302,30.59474,7.862424,16.52993,96.88971,71.37435
35-078,2,35-078-2 BF.TPS,yellow,3,After,G0012381,36.37015,52.83757,69.02319,461.1901,21.91805,1.299195,44.29683,70.79923,27.56862
35-078,2,35-078-2 BF.TPS,yellow,3,After,G0012382,56.02469,95.93161,126.4184,1741.836,20.52269,1.28688,51.71779,65.01771,36.20305
35-078,2,35-078-2 BF.TPS,yellow,3,After,G0012383,134.3129,181.4424,234.6153,4529.837,71.19069,63.80573,16.13218,68.04764,68.74496
35-078,2,35-078-2 BF.TPS,yellow,3,After,G0012384,40.95592,51.37459,69.33638,678.8079,18.52592,0.2816283,29.28284,85.75764,84.53539
35-078,2,35-078-2 BF.TPS,yellow,3,After,G0012385,55.93896,49.68175,66.90992,619.6191,25.50891,6.730737,40.79556,76.83252,12.33818
35-078,2,35-078-2 BF.TPS,yellow,3,After,G0012386,79.06863,114.6482,154.5087,3325.296,19.3732,13.43128,31.99756,88.25475,61.34408
35-078,2,35-078-2 BF.TPS,yellow,3,After,G0012387,85.16848,120.5461,164.1578,4120.592,49.93211,54.26186,61.8384,112.9053,106.6652
35-078,2,35-078-2 BF.TPS,yellow,3,After,G0012388,74.47262,111.8326,157.2851,4783.047,29.17564,49.56504,77.91124,99.58995,23.30665
35-078,2,35-078-2 BF.TPS,yellow,3,After,G0012389,88.37105,117.4519,168.7649,6231.333,33.70097,31.32564,28.26662,111.9006,73.66727
35-078,3,35-078-3 DWL.TPS,green,4,Before,G0042537,67.66269,44.47892,58.59359,372.5182,57.37623,109.1625,26.93459,NA,NA
35-078,3,35-078-3 DWL.TPS,green,4,Before,G0042538,50.99104,52.42717,69.02011,512.6914,17.83913,93.78908,29.92832,NA,93.08505
35-078,3,35-078-3 DWL.TPS,green,4,Before,G0042539,67.75123,53.43354,69.18652,403.2479,33.51483,78.70203,77.30351,NA,120.8001
35-078,3,35-078-3 DWL.TPS,green,4,Before,G0042540,87.54139,57.08019,73.3874,398.7903,54.97514,49.81095,72.97188,NA,56.62713
35-078,3,35-078-3 DWL.TPS,green,4,Before,G0042541,70.62477,49.45491,64.1706,359.3478,30.55699,99.0499,40.2526,NA,90.6112
35-078,3,35-078-3 DWL.TPS,green,4,Before,G0042542,58.27035,48.63229,62.15028,252.0066,32.97076,107.0155,16.91196,NA,54.47768
35-078,3,35-078-3 DWL.TPS,green,4,Before,G0042543,76.06308,45.37814,59.88316,397.7835,45.21924,104.9947,51.10083,NA,78.13267
35-078,3,35-078-3 DWL.TPS,green,4,Before,G0042544,89.29769,92.08418,127.5754,2844.981,26.93297,78.48182,48.32389,NA,128.6214
35-078,3,35-078-3 DWL.TPS,green,4,Before,G0042545,63.52277,95.72075,136.3029,3867.828,40.30692,83.55546,48.80683,NA,87.80124
35-078,3,35-078-3 DWL.TPS,green,4,Before,G0042546,49.75629,73.93489,94.13618,529.6534,20.92007,83.76468,55.82084,NA,6.722131
35-078,3,35-078-3 DWL.TPS,green,4,Before,G0042547,102.3377,64.05999,84.82767,832.1678,56.71142,86.76911,51.66515,NA,59.76994
35-078,3,35-078-3 DWL.TPS,green,4,Before,G0042548,56.44485,75.75107,101.976,1433.42,34.15948,90.18111,35.02388,NA,114.1853
35-078,3,35-078-3 DWL.TPS,green,4,Before,G0042549,91.75067,96.56383,128.1523,1948.927,41.97744,118.5645,30.59563,NA,101.5009
35-078,3,35-078-3 DWL.TPS,green,4,Before,G0042550,66.30488,71.53296,94.67909,1030.946,41.70553,107.4055,24.27487,NA,36.46794
35-078,3,35-078-3 DWL.TPS,green,4,Before,G0042551,57.98276,77.07365,103.7217,1478.137,26.64248,102.0919,23.43257,NA,64.01019
35-078,3,35-078-3 DWL.TPS,green,4,Before,G0042552,80.40677,112.896,159.9666,5176.865,42.34415,108.2172,18.47812,NA,5.803343
35-078,3,35-078-3 DWL.TPS,green,4,Before,G0042553,91.04476,79.05888,107.5565,1754.348,24.33159,93.902,39.85641,NA,65.48649
35-078,3,35-078-3 DWL.TPS,green,4,Before,G0042554,115.4296,172.4884,224.8534,4744.532,29.70991,47.6387,55.55985,NA,199.9689
35-078,3,35-078-3 DWL.TPS,green,4,After,G0042555,96.97088,125.2621,171.2072,4620.817,14.85496,52.34669,9.178672,148.9207,NA
35-078,3,35-078-3 DWL.TPS,green,4,After,G0042556,97.3618,126.3629,172.9927,4780.086,21.50454,54.0148,7.295469,151.0717,4.868475
35-078,3,35-078-3 DWL.TPS,green,4,After,G0042557,120.1859,152.0104,207.9033,6850.431,79.71949,79.33314,6.400916,171.97,87.98454
35-078,3,35-078-3 DWL.TPS,green,4,After,G0042558,80.75096,115.132,146.848,1345.016,26.58521,76.84896,5.326305,177.5879,14.01424
35-078,3,35-078-3 DWL.TPS,green,4,After,G0042559,55.64742,70.12321,92.60344,959.6007,11.13463,28.00999,64.01326,148.9038,72.50345
35-078,3,35-078-3 DWL.TPS,green,4,After,G0042560,107.5084,82.38932,106.1669,871.5276,45.69413,10.05314,64.89953,84.18467,157.1143
35-078,3,35-078-3 DWL.TPS,green,4,After,G0042561,106.8369,59.45834,78.01684,626.9495,50.36004,46.76513,41.91067,139.1336,191.8222
35-078,3,35-078-3 DWL.TPS,green,4,After,G0042562,85.54,68.34725,86.69426,407.0994,26.93649,1.611299,78.87974,77.77801,162.8632
35-078,3,35-078-3 DWL.TPS,green,4,After,G0042563,79.39457,62.00495,84.27874,1068.788,32.18477,64.95524,20.92843,189.7996,170.9014
35-078,3,35-078-3 DWL.TPS,green,4,After,G0042564,101.9385,76.28994,107.1221,2195.926,20.31879,96.76362,33.87843,86.18663,144.4635
35-078,3,35-078-3 DWL.TPS,green,4,After,G0042565,114.8407,120.7083,168.1488,5134.645,33.82867,69.43476,12.0778,171.0525,203.5239
35-078,3,35-078-3 DWL.TPS,green,4,After,G0042566,138.4929,103.7928,145.5824,4027.862,90.579,9.243596,60.386,97.4288,108.6343
35-078,3,35-078-3 DWL.TPS,green,4,After,G0042567,134.4193,122.4068,167.8602,4561.53,54.01088,47.80161,12.97892,145.6711,49.75161
35-078,3,35-078-3 DWL.TPS,green,4,After,G0042568,133.2129,149.4105,202.7779,6106.924,55.62924,14.81563,62.48583,93.77267,65.04545
35-078,3,35-078-3 DWL.TPS,green,4,After,G0042569,98.16659,108.8745,147.7588,3241.752,34.4793,64.60218,20.17471,179.9665,165.3182
35-078,3,35-078-3 DWL.TPS,green,4,After,G0042570,100.4687,111.278,150.4568,3250.452,29.12033,67.0923,14.49717,178.4444,18.00637
35-078,4,35-078-4 DWL.TPS,purple,2,Before,G0052593,81.89371,113.0809,146.5364,1833.571,34.00292,13.9961,57.80367,NA,NA
35-078,4,35-078-4 DWL.TPS,purple,2,Before,G0052594,109.9245,119.0563,154.7769,2155.425,30.48519,50.55859,44.02959,NA,75.36232
35-078,4,35-078-4 DWL.TPS,purple,2,Before,G0052595,179.1188,87.59039,112.7924,971.209,99.13137,7.183433,68.03514,NA,79.72004
35-078,4,35-078-4 DWL.TPS,purple,2,Before,G0052596,131.9064,108.1358,138.8968,1401.831,82.72571,39.28848,93.77993,NA,173.9609
35-078,4,35-078-4 DWL.TPS,purple,2,Before,G0052597,201.4015,178.8609,246.4284,10192.08,46.32753,25.4847,52.03165,NA,194.2382
35-078,4,35-078-4 DWL.TPS,purple,2,Before,G0052598,129.6554,118.5943,152.4795,1722.472,62.39956,87.53854,16.01216,NA,204.5689
35-078,4,35-078-4 DWL.TPS,purple,2,Before,G0052599,186.638,164.0363,211.1414,3375.074,69.14057,46.96968,45.35539,NA,250.044
35-078,4,35-078-4 DWL.TPS,purple,2,Before,G0052600,150.8181,75.43895,98.02616,858.0603,109.1403,56.0868,60.03411,NA,229.266
35-078,4,35-078-4 DWL.TPS,purple,2,Before,G0052601,88.88667,143.2764,185.6148,2928.524,42.20977,34.11733,51.53961,NA,131.1396
35-078,4,35-078-4 DWL.TPS,purple,2,Before,G0052602,159.7964,113.2103,142.9089,958.4699,97.36209,112.9272,58.20354,NA,220.4331
35-078,4,35-078-4 DWL.TPS,purple,2,Before,G0052603,108.88,143.3123,184.8822,2699.059,74.43712,25.1066,72.44468,NA,196.5893
35-078,4,35-078-4 DWL.TPS,purple,2,Before,G0052604,90.20381,119.9643,154.3031,1777.818,39.73634,79.69403,85.02671,NA,162.5485
35-078,4,35-078-4 DWL.TPS,purple,2,Before,G0052605,176.6307,114.3914,148.4268,1921.936,101.6343,74.14203,17.34109,NA,222.8126
35-078,4,35-078-4 DWL.TPS,purple,2,Before,G0052606,83.77097,126.2401,162.8758,2098.97,68.20923,59.24346,41.46549,NA,57.72358
35-078,4,35-078-4 DWL.TPS,purple,2,Before,G0052607,151.5653,155.8,204.9163,4464.158,105.6063,52.22775,65.36257,NA,160.1377
35-078,4,35-078-4 DWL.TPS,purple,2,Before,G0052608,105.2,138.9969,179.3405,2546.228,16.05655,6.613388,95.08114,NA,173.0688
35-078,4,35-078-4 DWL.TPS,purple,2,Before,G0052609,182.8338,136.545,204.6566,11133.99,113.5306,54.10381,60.45191,NA,176.2842
35-078,4,35-078-4 DWL.TPS,purple,2,Before,G0052610,123.9397,128.7687,184.352,7290.877,66.54225,35.81422,45.96468,NA,192.6565
35-078,4,35-078-4 DWL.TPS,purple,2,After,G0052611,175.2638,163.5821,211.1281,3549.117,88.23692,32.2298,52.42956,100.5681,NA
35-078,4,35-078-4 DWL.TPS,purple,2,After,G0052612,108.4602,157.4445,204.2363,3623.447,47.36071,52.13005,32.84422,116.5078,169.4721
35-078,4,35-078-4 DWL.TPS,purple,2,After,G0052613,123.5552,159.6114,218.7076,7695.467,101.8251,58.90007,51.74858,122.6387,91.11611
35-078,4,35-078-4 DWL.TPS,purple,2,After,G0052614,121.8505,146.6718,212.8265,10420.94,86.43877,49.45589,89.81312,84.98181,76.37469
35-078,4,35-078-4 DWL.TPS,purple,2,After,G0052616,66.5592,51.82185,68.03475,480.376,51.81009,10.36009,58.67018,84.13588,159.9298
35-078,4,35-078-4 DWL.TPS,purple,2,After,G0052617,104.2191,89.81338,123.2843,2479.492,56.63927,95.10509,31.27348,142.6098,209.7473
35-078,4,35-078-4 DWL.TPS,purple,2,After,G0052618,120.5106,158.0543,217.7127,7941.662,28.5461,157.4845,19.60696,175.606,68.80235
35-078,4,35-078-4 DWL.TPS,purple,2,After,G0052619,115.4008,110.7784,157.3173,5072.771,54.53441,177.9889,19.32035,190.9011,34.38565
35-078,4,35-078-4 DWL.TPS,purple,2,After,G0052621,88.41836,118.7665,157.759,2983.74,17.74127,53.16276,30.23199,147.9614,356.1515
35-078,4,35-078-4 DWL.TPS,purple,2,After,G0052622,143.929,135.9689,186.3106,5584.263,96.06788,43.1006,11.20501,145.5866,48.28348
35-078,4,35-078-4 DWL.TPS,purple,2,After,G0052623,90.68563,78.07171,117.4866,3728.244,55.31195,71.5862,14.84743,170.502,51.88439
35-078,4,35-078-4 DWL.TPS,purple,2,After,G0052624,90.66373,107.3911,143.5782,2652.34,47.97792,86.25278,1.436687,147.3956,128.4137
35-078,4,35-078-4 DWL.TPS,purple,2,After,G0052625,190.7219,132.3104,178.4215,4460.152,58.30602,175.2405,17.3493,189.958,326.9113
35-078,4,35-078-4 DWL.TPS,purple,2,After,G0052626,101.8734,167.454,235.3506,10662.91,11.82467,165.7515,26.20247,183.302,9.134256
35-078,4,35-078-4 DWL.TPS,purple,2,After,G0052627,133.0744,178.2118,228.1772,3540.555,50.07215,151.5232,21.34955,147.7841,41.73411
35-078,4,35-078-4 DWL.TPS,purple,2,After,G0052628,277.8566,163.0174,208.0704,2745.009,153.8821,81.36229,2.134288,176.2101,342.2902
39-093,1,39-093-1 BF.TPS,yellow,3,Before,G0224140,164.2041,190.884,241.4769,2924.811,65.10738,25.36381,61.25789,NA,NA
39-093,1,39-093-1 BF.TPS,yellow,3,Before,G0224141,50.15867,86.98116,115.7466,1638.948,6.430474,4.961154,47.15744,NA,96.60286
39-093,1,39-093-1 BF.TPS,yellow,3,Before,G0224142,209.7849,35.70276,45.8133,149.4621,183.3248,15.62889,46.80427,NA,58.40035
39-093,1,39-093-1 BF.TPS,yellow,3,Before,G0224143,91.34057,128.581,194.1542,10317,49.02431,78.53034,41.96586,NA,87.65291
39-093,1,39-093-1 BF.TPS,yellow,3,Before,G0224144,115.5304,188.8356,259.929,11259.79,70.13563,79.88108,45.4054,NA,209.2015
39-093,1,39-093-1 BF.TPS,yellow,3,Before,G0224145,88.42419,142.4126,220.9989,14734.77,27.73211,23.04464,73.72008,NA,135.2709
39-093,1,39-093-1 BF.TPS,yellow,3,Before,G0224146,115.0987,199.5014,259.361,6053.549,14.82095,15.23426,28.50801,NA,100.1886
39-093,1,39-093-1 BF.TPS,yellow,3,Before,G0224147,81.3688,113.9812,171.8354,8031.851,29.39149,72.77397,38.70322,NA,150.4746
39-093,1,39-093-1 BF.TPS,yellow,3,Before,G0224148,100.5808,90.39346,118.2652,1384.145,70.73965,44.3867,97.63548,NA,129.6078
39-093,1,39-093-1 BF.TPS,yellow,3,Before,G0224149,143.6571,222.6262,287.5461,6671.313,84.90774,57.74352,67.13832,NA,131.759
39-093,1,39-093-1 BF.TPS,yellow,3,Before,G0224150,100.1598,161.2137,241.6364,15522.67,29.74219,70.97262,21.00132,NA,212.4392
39-093,1,39-093-1 BF.TPS,yellow,3,Before,G0224151,261.8945,93.58837,125.6779,2125.417,238.9671,21.16434,16.86317,NA,110.3396
39-093,1,39-093-1 BF.TPS,yellow,3,Before,G0224152,49.1851,54.08201,69.96944,406.7411,32.5581,28.49919,27.42224,NA,27.022
39-093,1,39-093-1 BF.TPS,yellow,3,Before,G0224153,211.9633,65.69633,85.2829,639.3299,181.8405,63.34614,29.74284,NA,82.91008
39-093,1,39-093-1 BF.TPS,yellow,3,Before,G0224154,136.9145,106.3291,144.7606,3197.447,81.31495,9.508448,43.70159,NA,100.9531
39-093,1,39-093-1 BF.TPS,yellow,3,Before,G0224155,127.5825,91.58871,122.3435,1908.163,114.2291,23.47094,87.0103,NA,134.0989
39-093,1,39-093-1 BF.TPS,yellow,3,Before,G0224156,135.9749,99.49352,134.0316,2492.823,129.8023,76.07938,52.87088,NA,38.14031
39-093,1,39-093-1 BF.TPS,yellow,3,Before,G0224157,44.08486,59.2819,87.11787,1854.406,26.5937,80.27778,21.18367,NA,129.7887
39-093,1,39-093-1 BF.TPS,yellow,3,After,G0224158,105.4867,135.8468,210.5685,13326.05,38.10472,106.4356,6.469792,252.1028,NA
39-093,1,39-093-1 BF.TPS,yellow,3,After,G0224159,106.5865,154.4985,228.4377,13103.27,22.10025,106.6219,1.251943,236.0279,37.81443
39-093,1,39-093-1 BF.TPS,yellow,3,After,G0224160,138.0739,229.3046,306.412,12013.92,11.7508,115.9496,29.34717,165.5748,116.0745
39-093,1,39-093-1 BF.TPS,yellow,3,After,G0224161,162.0419,173.9898,224.217,3891.679,67.36248,79.57572,65.78388,86.24163,76.50265
39-093,1,39-093-1 BF.TPS,yellow,3,After,G0224162,142.5455,214.4444,296.4302,15112.99,86.032,56.04121,68.54376,150.8397,80.36406
39-093,1,39-093-1 BF.TPS,yellow,3,After,G0224163,66.60642,109.4908,137.9752,843.8435,32.29537,64.80158,41.92503,188.6359,94.16031
39-093,1,39-093-1 BF.TPS,yellow,3,After,G0224164,119.557,140.7159,190.4374,5251.972,38.45914,10.32607,46.43867,109.1232,106.7231
39-093,1,39-093-1 BF.TPS,yellow,3,After,G0224165,128.9857,66.30321,84.78602,475.596,89.98002,8.328992,51.97811,100.0625,18.37875
39-093,1,39-093-1 BF.TPS,yellow,3,After,G0224166,57.27107,56.45125,76.93794,911.4646,30.77289,0.6314967,47.8451,95.50911,7.896294
39-093,1,39-093-1 BF.TPS,yellow,3,After,G0224167,37.49998,41.96761,57.97802,575.6247,6.034805,62.10308,28.05301,185.2646,105.1614
39-093,1,39-093-1 BF.TPS,yellow,3,After,G0224168,88.09249,144.2106,190.4506,4061.086,29.40408,83.14245,13.24546,198.9048,22.80776
39-093,1,39-093-1 BF.TPS,yellow,3,After,G0224169,148.021,161.3262,213.1003,5097.998,97.97339,15.60456,38.92287,104.9308,97.15899
39-093,1,39-093-1 BF.TPS,yellow,3,After,G0224170,91.36673,123.9873,170.2932,4752.407,35.0154,15.25476,35.98669,79.59468,50.58141
39-093,1,39-093-1 BF.TPS,yellow,3,After,G0224171,132.0775,120.2276,179.364,8391.54,110.1288,0.938128,69.79849,74.57389,35.35904
39-093,1,39-093-1 BF.TPS,yellow,3,After,G0224172,239.0558,23.55548,30.32883,70.03756,224.6012,14.95684,40.38357,109.7755,42.86742
39-093,1,39-093-1 BF.TPS,yellow,3,After,G0224173,122.9994,115.0429,147.2265,1458.679,38.91053,46.81252,41.40038,159.8351,61.6803
39-093,1,39-093-1 BF.TPS,yellow,3,After,G0224174,107.2538,90.0831,115.9787,1022.889,41.88095,1.717507,42.17314,95.10557,96.4393
39-093,1,39-093-1 BF.TPS,yellow,3,After,G0224175,265.9644,29.67126,41.4013,314.7933,248.4441,1.1525,76.29121,58.33369,36.00951
39-093,2,39-093-2 BF.TPS,green,4,Before,G0024317,106.6582,167.2331,219.6408,5033.391,54.25682,81.33368,60.72339,NA,NA
39-093,2,39-093-2 BF.TPS,green,4,Before,G0024318,125.0361,167.2332,220.8752,5468.386,35.84931,52.49091,87.80723,NA,31.34951
39-093,2,39-093-2 BF.TPS,green,4,Before,G0024319,137.7036,184.8829,243.1265,6270.359,85.64013,18.03175,122.9224,NA,35.07052
39-093,2,39-093-2 BF.TPS,green,4,Before,G0024320,96.23817,156.5935,206.656,4739.542,49.18808,79.74323,62.58075,NA,74.56486
39-093,2,39-093-2 BF.TPS,green,4,Before,G0024321,227.9667,159.7974,217.8265,7316.471,210.447,98.00293,49.04139,NA,71.42707
39-093,2,39-093-2 BF.TPS,green,4,Before,G0024322,163.7498,64.95998,89.62003,1361.641,150.279,20.10088,124.3201,NA,82.85612
39-093,2,39-093-2 BF.TPS,green,4,Before,G0024323,148.7077,91.44666,121.6513,1804.249,126.3439,5.877704,134.4703,NA,12.39911
39-093,2,39-093-2 BF.TPS,green,4,Before,G0024324,236.7305,83.21346,113.8691,2063.558,217.0133,97.05342,45.74163,NA,88.73115
39-093,2,39-093-2 BF.TPS,green,4,Before,G0024325,212.6388,134.9161,175.0589,2673.67,140.3098,83.61662,58.91276,NA,19.50264
39-093,2,39-093-2 BF.TPS,green,4,Before,G0024326,167.2568,151.0121,227.5034,14040.66,61.8064,75.30365,66.74236,NA,13.82222
39-093,2,39-093-2 BF.TPS,green,4,Before,G0024327,116.7127,152.1385,209.9613,7491.656,43.24719,36.66634,95.48995,NA,110.0275
39-093,2,39-093-2 BF.TPS,green,4,Before,G0024328,108.832,152.3666,204.6138,5634.733,49.85433,50.70007,102.0907,NA,18.92657
39-093,2,39-093-2 BF.TPS,green,4,Before,G0024329,105.3558,131.2413,180.6601,5441.3,47.61618,69.27369,29.37265,NA,81.10414
39-093,2,39-093-2 BF.TPS,green,4,Before,G0024330,88.94115,53.57553,69.94041,468.9247,56.18053,31.71618,19.26184,NA,126.0639
39-093,2,39-093-2 BF.TPS,green,4,Before,G0024331,79.70524,100.9191,134.3092,2209.569,43.24363,21.7642,60.51375,NA,76.1088
39-093,2,39-093-2 BF.TPS,green,4,Before,G0024332,70.93414,107.101,142.7319,2533.155,49.51125,45.22716,36.41365,NA,27.19923
39-093,2,39-093-2 BF.TPS,green,4,Before,G0024333,116.6076,152.6532,206.7138,6220.886,78.6069,73.37274,7.370201,NA,29.73196
39-093,2,39-093-2 BF.TPS,green,4,Before,G0024334,117.9845,168.414,217.961,3969.667,75.56309,55.05043,38.96731,NA,46.5926
39-093,2,39-093-2 BF.TPS,green,4,After,G0024335,100.8749,163.4862,222.8462,7655.038,50.8202,63.662,19.58548,163.6651,NA
39-093,2,39-093-2 BF.TPS,green,4,After,G0024336,163.9966,133.1382,185.3389,6209.461,32.16906,122.7596,34.33856,113.9797,148.8875
39-093,2,39-093-2 BF.TPS,green,4,After,G0024337,199.1959,198.7665,256.3407,5158.704,55.44686,114.3491,37.41719,88.37521,37.2168
39-093,2,39-093-2 BF.TPS,green,4,After,G0024338,127.0873,86.15336,121.1695,2838.763,34.30069,78.72615,46.77477,111.1901,98.26396
39-093,2,39-093-2 BF.TPS,green,4,After,G0024339,180.9194,106.2472,145.6983,3436.247,134.543,53.72339,98.89203,48.33994,69.92363
39-093,2,39-093-2 BF.TPS,green,4,After,G0024340,84.78412,74.34301,102.953,1847.203,8.305836,54.56689,36.11274,167.0296,136.9894
39-093,2,39-093-2 BF.TPS,green,4,After,G0024341,134.0117,182.238,239.7149,6117.759,54.94921,50.06,80.60449,96.51728,73.75452
39-093,2,39-093-2 BF.TPS,green,4,After,G0024342,169.3462,186.9021,261.2022,12662.41,118.5492,99.54872,56.07326,70.17669,101.6725
39-093,2,39-093-2 BF.TPS,green,4,After,G0024343,98.90226,104.0066,135.0394,1607.686,61.28479,44.62228,42.42736,150.6875,151.807
39-093,2,39-093-2 BF.TPS,green,4,After,G0024344,110.5169,142.7601,195.2977,6056.395,52.92921,36.41636,49.88612,154.426,19.87932
39-093,2,39-093-2 BF.TPS,green,4,After,G0024345,160.3415,170.325,228.983,7133.853,63.6943,33.51752,37.27634,175.2206,34.52365
39-093,2,39-093-2 BF.TPS,green,4,After,G0024346,102.4873,143.5587,190.018,4154.548,40.65822,138.5501,27.8313,128.7079,208.7208
39-093,2,39-093-2 BF.TPS,green,4,After,G0024347,113.1436,157.2572,220.2428,9129.729,76.58203,127.6564,39.99083,119.3183,18.02692
39-093,2,39-093-2 BF.TPS,green,4,After,G0024348,192.5316,197.4477,274.8968,13671.87,37.42322,143.4998,32.29562,129.076,13.33315
39-093,2,39-093-2 BF.TPS,green,4,After,G0024349,123.0156,147.1735,193.7096,4026.699,47.79764,67.70958,62.07286,101.9866,96.58911
39-093,2,39-093-2 BF.TPS,green,4,After,G0024350,123.3625,166.7891,219.6912,5229.022,48.56903,59.87147,95.09989,51.20093,59.55664
39-093,2,39-093-2 BF.TPS,green,4,After,G0024351,134.3536,189.282,267.298,14165.37,88.65031,111.358,36.25597,45.38809,76.24643
39-093,2,39-093-2 BF.TPS,green,4,After,G0024352,82.44744,135.3694,174.5745,2391.159,35.0578,41.0363,58.68265,117.6312,160.5812
39-093,3,39-093-3 DWL.TPS,purple,2,Before,G0034375,123.6578,112.8798,144.6033,1437.879,56.90673,50.34591,103.3392,NA,NA
39-093,3,39-093-3 DWL.TPS,purple,2,Before,G0034376,181.7136,162.4845,231.8881,11336.21,101.2372,85.98412,68.56449,NA,97.38751
39-093,3,39-093-3 DWL.TPS,purple,2,Before,G0034377,144.254,233.2297,313.0755,13137.68,61.20956,110.0771,43.00699,NA,74.49212
39-093,3,39-093-3 DWL.TPS,purple,2,Before,G0034378,58.13469,59.26932,75.65456,363.4662,32.08704,58.2565,47.92685,NA,128.1528
39-093,3,39-093-3 DWL.TPS,purple,2,Before,G0034379,103.7124,117.415,163.4296,4823.857,57.40257,23.39276,12.24038,NA,200.8282
39-093,3,39-093-3 DWL.TPS,purple,2,Before,G0034380,166.446,238.3367,315.0008,11215.16,129.0275,62.00352,86.23423,NA,147.714
39-093,3,39-093-3 DWL.TPS,purple,2,Before,G0034381,217.4196,143.6037,193.1061,5085.552,143.7632,128.1288,34.12917,NA,97.19742
39-093,3,39-093-3 DWL.TPS,purple,2,Before,G0034382,162.7527,178.3134,249.6907,11721.53,88.29242,24.85635,47.4444,NA,228.9025
39-093,3,39-093-3 DWL.TPS,purple,2,Before,G0034383,157.6921,92.06799,138.1584,5098.38,140.0768,31.30886,121.4787,NA,155.2747
39-093,3,39-093-3 DWL.TPS,purple,2,Before,G0034384,125.4129,192.8574,294.225,24621.91,51.14788,83.48127,73.68075,NA,54.88985
39-093,3,39-093-3 DWL.TPS,purple,2,Before,G0034385,125.5113,178.2137,250.5929,12125.29,98.26818,80.93344,29.72671,NA,172.3664
39-093,3,39-093-3 DWL.TPS,purple,2,Before,G0034386,228.7026,93.72509,122.8518,1532.787,162.979,116,37.08811,NA,248.0073
39-093,3,39-093-3 DWL.TPS,purple,2,Before,G0034387,126.6173,192.6477,261.4744,10159.35,58.69101,95.02284,59.85759,NA,214.7859
39-093,3,39-093-3 DWL.TPS,purple,2,Before,G0034388,113.7206,186.7347,250.7441,8454.257,40.05378,54.97794,106.339,NA,48.92532
39-093,3,39-093-3 DWL.TPS,purple,2,Before,G0034389,114.6058,182.8098,244.4112,7686.179,73.46782,76.13212,84.78497,NA,24.7029
39-093,3,39-093-3 DWL.TPS,purple,2,Before,G0034390,139.6392,140.1119,199.7052,8348.121,59.67912,25.89745,30.55148,NA,154.9334
39-093,3,39-093-3 DWL.TPS,purple,2,Before,G0034391,204.4109,143.0054,186.6069,3317.043,171.7374,26.70018,75.96198,NA,124.4775
39-093,3,39-093-3 DWL.TPS,purple,2,Before,G0034392,115.0001,155.372,219.6266,9620.121,54.76521,99.96465,70.34809,NA,187.5312
39-093,3,39-093-3 DWL.TPS,purple,2,After,G0034393,147.8306,159.4668,215.2858,6562.782,4.829176,70.46619,4.044501,144.1233,NA
39-093,3,39-093-3 DWL.TPS,purple,2,After,G0034394,135.4974,180.0322,262.5796,16264.5,15.96484,60.07695,15.33895,133.6386,11.2376
